Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter	Bowtie 2_mqc-generalstats-bowtie_2-overall_alignment_rate	Picard_mqc-generalstats-picard-PERCENT_DUPLICATION	QualiMap_mqc-generalstats-qualimap-avg_gc	QualiMap_mqc-generalstats-qualimap-median_insert_size	QualiMap_mqc-generalstats-qualimap-1_x_pc	QualiMap_mqc-generalstats-qualimap-5_x_pc	QualiMap_mqc-generalstats-qualimap-10_x_pc	QualiMap_mqc-generalstats-qualimap-30_x_pc	QualiMap_mqc-generalstats-qualimap-50_x_pc	QualiMap_mqc-generalstats-qualimap-median_coverage	QualiMap_mqc-generalstats-qualimap-percentage_aligned	QualiMap_mqc-generalstats-qualimap-mapped_reads	QualiMap_mqc-generalstats-qualimap-total_reads	QualiMap_mqc-generalstats-qualimap-general_error_rate	QualiMap_mqc-generalstats-qualimap-5_3_bias	QualiMap_mqc-generalstats-qualimap-reads_aligned	featureCounts_mqc-generalstats-featurecounts-percent_assigned	featureCounts_mqc-generalstats-featurecounts-Assigned
BSF_01	4.30551	0.961119	6157130072.0	0.462134	98.37369957908082	0.21894112912447186	91.25	0.332937	47.1464918455445	305	31.000724014291063	13.196064170842977	7.482514888755633	1.9588873336870842	0.9349979364526593	0	73.89744524929634	1920769.0	2599236.0	1.5599999999999998	0.45	839474.0	63.23196939300626	834306
BSF_03	5.14691	0.959754	5987079424.0	0.432407	97.80369780403684	1.1064928271959114	85.32	0.504893	44.700840613153105	292	17.850316727120198	6.635664613730864	3.903964792703864	1.2678208746693627	0.6471178345283461	0	55.09334274245285	1202291.0	2182280.0	1.9	0.29	517798.0	44.09528115387002	497408
BSF_04	4.90731	0.955494	5062546532.0	0.420594	97.5694885237904	0.7539572938321331	81.76	0.546361	43.85638055692146	312	13.528567275337513	4.829035487113453	2.8070219022628806	0.9407896540881766	0.48470428694708	0	48.569061469060614	910429.0	1874504.0	2.01	0.18	382300.0	37.51483532533537	367301
BSF_05	5.34875	0.961033	6291749628.0	0.412775	97.85429986731216	0.8848310947689372	79.15	0.628684	43.3760435841654	287	11.744509979779071	4.236346409970601	2.541158261213308	0.9243095397374557	0.5062943028589316	0	40.915273006565876	897087.0	2192548.0	2.08	0.04	376462.0	30.88387626494462	356584
BSF_06	4.5154	0.959647	8020646023.0	0.463788	97.83230076961854	1.7994754822844308	91.33	0.397444	47.4827111251399	283	24.692586487377305	9.950242798423085	5.9611923182981235	1.903216431380617	0.9248475546034263	0	70.9702716985529	1717636.0	2420219.0	1.6199999999999999	2.58	780125.0	61.07537530725067	751141
BSF_07	4.1443	0.959346	6144205916.0	0.460001	97.67258949259754	1.879600221386589	90.7	0.366835	47.36426721520712	279	21.598889438143388	8.127421159871787	4.65541536260045	1.3897196714449824	0.6567549948234044	0	71.98350601402032	1326376.0	1842611.0	1.63	3.27	597769.0	61.581563459501744	576223
BSF_08	4.57403	0.957309	7402920179.0	0.461814	97.80040587876375	1.2112870781513705	91.07	0.398531	47.38332348399641	298	24.52120271958829	10.213706446890818	6.175389176896263	1.9173461397730887	0.9045740635479358	0	70.67584312511063	1720802.0	2434781.0	1.66	1.54	774907.0	60.04948848208741	745515
PCF_01	4.0465800000000005	0.969808	7851963763.0	0.46177	98.27505552733281	0.15490535819910692	90.74	0.279784	47.3178695307882	300	39.36252378856283	17.8410489871709	10.595434192624893	3.153520831266191	1.5744075303436667	0	71.84449375478381	2975490.0	4141570.0	1.4500000000000002	0.5	1281657.0	60.34240355472974	1267847
PCF_02	4.0658	0.966443	6754882852.0	0.464817	98.21935609631376	0.13987417893337326	92.14	0.32622	47.59563885538633	287	23.116143426135196	9.576270400618762	5.550677058237853	1.6238949806882415	0.775953799944453	0	72.15027692820226	1559319.0	2161210.0	1.4200000000000002	4.1	709817.0	62.961245560404514	689765
PCF_03	4.4002	0.967714	7344256707.0	0.46706	98.20911357265052	0.14254492010665165	92.65	0.424183	47.733408275788236	293	22.34592183987795	8.871842825874241	5.153574979859153	1.6052801621918953	0.8031545423157121	0	68.86394555413055	1555014.0	2258096.0	1.39	3.02	693694.0	59.857583054071625	687860
PCF_04	4.724629999999999	0.964611	8344289546.0	0.466875	97.89353767368702	0.16020559970612694	92.62	0.489092	47.739070538347306	296	20.595409895179333	8.292452881178697	4.884659282127508	1.6121578268840722	0.8271147988352499	0	66.19609186437913	1549863.0	2341321.0	1.4000000000000001	5.61	683712.0	57.14448985448487	684995
PCF_05	4.65469	0.968314	9127828877.0	0.453217	98.44569897344014	0.19469606815909	89.45	0.414877	47.098869706809374	293	22.668701007486142	9.796090382332206	5.916556919072002	1.883577649107101	0.9371797478906966	0	64.81425751557151	1748817.0	2698198.0	1.55	1.16	780010.0	55.035055750350125	756863
PCF_06	4.42575	0.967976	7207096698.0	0.449094	98.341163509058	0.23733380368487658	88.96	0.37614	46.8228256323332	315	23.42037967585125	9.140354392623612	5.222572287255906	1.5441869625956692	0.7401993650036156	0	66.96750187317107	1504218.0	2246191.0	1.6	0.76	651410.0	55.794254859724376	639001
PCF_07	4.55208	0.968748	8235961612.0	0.45001	98.05674661500794	0.23100458390233805	89.17	0.45755	46.93676112902313	286	20.484020983273986	8.130458340566783	4.76707948026673	1.5196440632489285	0.7646951570579443	0	60.8956145743526	1476919.0	2425329.0	1.6	0.66	652130.0	50.897547437415994	631238
