Module	Section	Sample Name	Source
fastp	all_sections	BSF_01	/cluster/majf_lab/mtinti/UTR/BSF_01/res3/BSF_01/fastp/BSF_01__fastp.json
fastp	all_sections	BSF_03	/cluster/majf_lab/mtinti/UTR/BSF_03/res3/BSF_03/fastp/BSF_03__fastp.json
fastp	all_sections	BSF_04	/cluster/majf_lab/mtinti/UTR/BSF_04/res3/BSF_04/fastp/BSF_04__fastp.json
fastp	all_sections	BSF_05	/cluster/majf_lab/mtinti/UTR/BSF_05/res3/BSF_05/fastp/BSF_05__fastp.json
fastp	all_sections	BSF_06	/cluster/majf_lab/mtinti/UTR/BSF_06/res3/BSF_06/fastp/BSF_06__fastp.json
fastp	all_sections	BSF_07	/cluster/majf_lab/mtinti/UTR/BSF_07/res3/BSF_07/fastp/BSF_07__fastp.json
fastp	all_sections	BSF_08	/cluster/majf_lab/mtinti/UTR/BSF_08/res3/BSF_08/fastp/BSF_08__fastp.json
fastp	all_sections	PCF_01	/cluster/majf_lab/mtinti/UTR/PCF_01/res3/PCF_01/fastp/PCF_01__fastp.json
fastp	all_sections	PCF_02	/cluster/majf_lab/mtinti/UTR/PCF_02/res3/PCF_02/fastp/PCF_02__fastp.json
fastp	all_sections	PCF_03	/cluster/majf_lab/mtinti/UTR/PCF_03/res3/PCF_03/fastp/PCF_03__fastp.json
fastp	all_sections	PCF_04	/cluster/majf_lab/mtinti/UTR/PCF_04/res3/PCF_04/fastp/PCF_04__fastp.json
fastp	all_sections	PCF_06	/cluster/majf_lab/mtinti/UTR/PCF_06/res3/PCF_06/fastp/PCF_06__fastp.json
fastp	all_sections	PCF_07	/cluster/majf_lab/mtinti/UTR/PCF_07/res3/PCF_07/fastp/PCF_07__fastp.json
Bowtie 2	all_sections	BSF_01	/cluster/majf_lab/mtinti/UTR/BSF_01/res3/BSF_01/bowtie/BSF_01.log
Bowtie 2	all_sections	BSF_03	/cluster/majf_lab/mtinti/UTR/BSF_03/res3/BSF_03/bowtie/BSF_03.log
Bowtie 2	all_sections	BSF_04	/cluster/majf_lab/mtinti/UTR/BSF_04/res3/BSF_04/bowtie/BSF_04.log
Bowtie 2	all_sections	BSF_05	/cluster/majf_lab/mtinti/UTR/BSF_05/res3/BSF_05/bowtie/BSF_05.log
Bowtie 2	all_sections	BSF_06	/cluster/majf_lab/mtinti/UTR/BSF_06/res3/BSF_06/bowtie/BSF_06.log
Bowtie 2	all_sections	BSF_07	/cluster/majf_lab/mtinti/UTR/BSF_07/res3/BSF_07/bowtie/BSF_07.log
Bowtie 2	all_sections	BSF_08	/cluster/majf_lab/mtinti/UTR/BSF_08/res3/BSF_08/bowtie/BSF_08.log
Bowtie 2	all_sections	PCF_01	/cluster/majf_lab/mtinti/UTR/PCF_01/res3/PCF_01/bowtie/PCF_01.log
Bowtie 2	all_sections	PCF_02	/cluster/majf_lab/mtinti/UTR/PCF_02/res3/PCF_02/bowtie/PCF_02.log
Bowtie 2	all_sections	PCF_03	/cluster/majf_lab/mtinti/UTR/PCF_03/res3/PCF_03/bowtie/PCF_03.log
Bowtie 2	all_sections	PCF_04	/cluster/majf_lab/mtinti/UTR/PCF_04/res3/PCF_04/bowtie/PCF_04.log
Bowtie 2	all_sections	PCF_06	/cluster/majf_lab/mtinti/UTR/PCF_06/res3/PCF_06/bowtie/PCF_06.log
Bowtie 2	all_sections	PCF_07	/cluster/majf_lab/mtinti/UTR/PCF_07/res3/PCF_07/bowtie/PCF_07.log
Picard	DuplicationMetrics	BSF_01	/cluster/majf_lab/mtinti/UTR/BSF_01/res3/BSF_01/markduplicates/marked_dup_metrics.txt
